amount_tweeted,created_at,language,location,primary_geo,screen_name,text_tweet,timestamp,ts,user_id,borough
1.0,Tue Apr 17 00:12:40 +0000 2018,en,NYC,"51.50711486, -0.12731805",eggcanvas,"Back to a rainy day in London where I held onto some pretty blooms 🌺 @ London, United Kingdom https://t.co/aqA6JM8pWM",1523923960558,2018-04-17 00:12:40,15020582.0,Westminster
1.0,Tue Apr 17 00:12:41 +0000 2018,tl,"London, England","51.5101618, -0.1284946",LMAOSUK,Papaya planet #londonmandarinarts #studiophotography #photography #photographer #photographyart… https://t.co/0DtM1cBDmr,1523923961594,2018-04-17 00:12:41,3099470855.0,Westminster
1.0,Tue Apr 17 00:13:18 +0000 2018,en,,"Enfield, London, United Kingdom",patricthe1,I don’t understand how Billboard works 🤦🏿‍♂️🤦🏿‍♂️ https://t.co/hNAmBAq62R,1523923998344,2018-04-17 00:13:18,49069079.0,Enfield
1.0,Tue Apr 17 00:13:19 +0000 2018,und,london,"Walthamstow, London, United Kingdom",SKILLITWORLD,😂😂😂 https://t.co/w2NPR1MjQJ,1523923999797,2018-04-17 00:13:19,26019106.0,Waltham Forest
1.0,Tue Apr 17 00:13:32 +0000 2018,en,"Lincoln, UK","51.50711486, -0.12731805",annaonthemoon,"MACUSA #HarryPotter #FantasticBeasts #MinaLima @ London, United Kingdom https://t.co/FNwIJBEg9V",1523924012957,2018-04-17 00:13:32,15223684.0,Westminster
1.0,Tue Apr 17 00:13:36 +0000 2018,en,SA3,"Poplar, London, United Kingdom",Dexterwendes100,"@Jamiethomas_1 hi! I’ve been looking at these items, and I’m really not interested",1523924016314,2018-04-17 00:13:36,2344697529.0,Tower Hamlets
1.0,Tue Apr 17 00:13:54 +0000 2018,en,Northampton.   UK,"Harrow, London, United Kingdom",jasondark1,@bushontheradio You’ve saved me 20 minutes.!!  I had my suspicions 🙏,1523924034563,2018-04-17 00:13:54,53979975.0,Harrow
1.0,Tue Apr 17 00:13:54 +0000 2018,en,405 ➡️ 480 ➡️ 281,"51.4582211, -0.0527258",FOOLYTIM,🇬🇧 @ Piccadilly Circus https://t.co/WWoGnflKpn,1523924034791,2018-04-17 00:13:54,38894455.0,Southwark
1.0,Tue Apr 17 00:14:28 +0000 2018,en,"Manhattan, NY","Hounslow, London, United Kingdom",MrWally_,"Good the fuck night twitter, it’s been another long day 😭😭😭😭 https://t.co/8WerCi4aos",1523924068831,2018-04-17 00:14:28,4181618327.0,Hounslow
1.0,Tue Apr 17 00:14:31 +0000 2018,en,"Lambeth, London","Lambeth, London, United Kingdom",Anthony60510387,@MirrorFootball they disserve the rest that they get boys next Roma,1523924071912,2018-04-17 00:14:31,9.526602765491814e+17,Lambeth
2.0,Tue Apr 17 00:14:37 +0000 2018,en,JCU,"Paddington, London, United Kingdom",sam_ohly,Soft tweet but I have the best people in my life and I couldn’t be more happy,1523924077293,2018-04-17 00:14:37,434308588.0,Westminster
1.0,Tue Apr 17 00:14:44 +0000 2018,en,,"51.50100666, -0.17739095",Stephen25280437,"Fab night seeing @bastilledan again with ami154 #happybirthday, always a great performance… https://t.co/jJCpcpr62J",1523924084468,2018-04-17 00:14:44,264443869.0,Westminster
1.0,Tue Apr 17 00:14:48 +0000 2018,en,"Antwerp, Belgium","Kensington, London, Verenigd Koninkrijk",larissatjhe,What a gig. wow. I was blown away by every song✨💓 https://t.co/EzwL4Hb5CN,1523924088621,2018-04-17 00:14:48,114425500.0,Kensington and Chelsea
1.0,Tue Apr 17 00:14:59 +0000 2018,en,South London England,"Camberwell, London, United Kingdom",darnellydaniels,Well shit ...... 🤷🏾‍♂️😂 https://t.co/vQn2HAU1Oo,1523924099895,2018-04-17 00:14:59,231992214.0,Southwark
2.0,Tue Apr 17 00:15:34 +0000 2018,en,Peterborough and London,"Lambeth, London, United Kingdom",jamiezoob,@PeterCawthron @TomTomTomWalker @IncompetentMay And without the scientific and mathematical discoveries made in oth… https://t.co/q0lVwGJPeF,1523924134175,2018-04-17 00:15:34,18600806.0,Lambeth
3.0,Tue Apr 17 00:15:41 +0000 2018,es,"London, England","Islington, London, United Kingdom",_andreamiranda,"@MarianoVidal7 5 palos verdes. Te retiras en la Polinesia mañana, qué carajo te importa.",1523924141223,2018-04-17 00:15:41,196436999.0,Islington
1.0,Tue Apr 17 00:15:41 +0000 2018,und,,"Lewisham, London, United Kingdom",yomzworld,🤫🤫🤫 https://t.co/QRrvyaEStI,1523924141426,2018-04-17 00:15:41,177551347.0,Lewisham
1.0,Tue Apr 17 00:15:47 +0000 2018,en,"Washington, DC","Camberwell, London, United Kingdom",ScottyNack,So football in Europe is an interesting thing. A. The fans are incredibly passionate. B. The entire atmosphere is a… https://t.co/HYHs6RbYZg,1523924147583,2018-04-17 00:15:47,507012010.0,Southwark
1.0,Tue Apr 17 00:17:21 +0000 2018,en,"London, England","Barnet, London, United Kingdom",honsop,@omid9 The pleasure was absolutely mine. Thank you for your kind words. Hope to see you soon. Merci ; ),1523924241140,2018-04-17 00:17:21,1374902870.0,Barnet
1.0,Tue Apr 17 00:17:44 +0000 2018,en,South London,"Camberwell, London, United Kingdom",DJKwamzy,@EndowedDJ I for come claim all your tracks saf😂😂😂,1523924264612,2018-04-17 00:17:44,377416445.0,Southwark
4.0,Tue Apr 17 00:18:03 +0000 2018,en,United Kingdom,"51.50711486, -0.12731805",Aschkouk,Give your phone a new look with😍Organic Coffee/Lavender/Alpine Hay or Skeleton iPhone case… https://t.co/IJ0UmIl7br,1523924283306,2018-04-17 00:18:03,257195866.0,Westminster
1.0,Tue Apr 17 00:18:11 +0000 2018,und,"Bengaluru South, India","Ilford, London, United Kingdom",MufcMohit07,"#NewProfilePic
@ManUtd @premierleague @busbywaysirmatt @OldTraffordReds https://t.co/m31gY0wuyd",1523924291873,2018-04-17 00:18:11,1972512703.0,Redbridge
4.0,Tue Apr 17 00:18:14 +0000 2018,en,North London / UoEssex,"Tottenham, London, United Kingdom",ImJustGusto,Wowsers https://t.co/7AnhtXLtUE,1523924294617,2018-04-17 00:18:14,1487493674.0,Haringey
1.0,Tue Apr 17 00:18:15 +0000 2018,en,Snap map,"Merton, London, United Kingdom",mayabamr,Someone do this at a meet n greet / Mars event .. show him and record the reaction ❤😁 https://t.co/eZ1kzwgKXh,1523924295672,2018-04-17 00:18:15,8.641486853110497e+17,Merton
2.0,Tue Apr 17 00:18:16 +0000 2018,en,"London, England","Romford, London, United Kingdom",D27FX,Before and After GU https://t.co/wBLlvULZ4W,1523924296080,2018-04-17 00:18:16,9.312616117125775e+17,Havering
1.0,Tue Apr 17 00:18:39 +0000 2018,en,,"City of London, London, United Kingdom",__chrxssyy,Good session in the gym 😊,1523924319216,2018-04-17 00:18:39,8.20673585983451e+17,City of London
1.0,Tue Apr 17 00:19:11 +0000 2018,und,Bricklane de Beigel,"Tottenham, London, United Kingdom",17OZO71,#나의아저씨 https://t.co/HsAhreFXlx,1523924351307,2018-04-17 00:19:11,139751457.0,Haringey
1.0,Tue Apr 17 00:19:25 +0000 2018,und,London but dreaming of Ibiza,"Paddington, London, United Kingdom",NicNicScott82,#currentmood https://t.co/S3Perra2W5,1523924365893,2018-04-17 00:19:25,39846224.0,Westminster
1.0,Tue Apr 17 00:20:00 +0000 2018,en,"NYC, LA, London","Lambeth, London, United Kingdom",ghaney22,@kerley_erin @HamiltonWestEnd Not gonna lie... it’s hot on stage but endurance is a factor.,1523924400266,2018-04-17 00:20:00,413550262.0,Lambeth
1.0,Tue Apr 17 00:20:07 +0000 2018,tl,"Kampala,Uganda","Camden Town, London, United Kingdom",Sherrytums,@leessa987 Hehe... Asante Mami,1523924407755,2018-04-17 00:20:07,54873254.0,Camden
1.0,Tue Apr 17 00:20:10 +0000 2018,en,North London,"Tottenham, London, United Kingdom",mr_chrisdf,Always hungry at this time.. Why? Just why?,1523924410557,2018-04-17 00:20:10,272858287.0,Haringey
2.0,Tue Apr 17 00:20:16 +0000 2018,en,London,"Hammersmith, London, United Kingdom",ktlangers,"When asked what causes arguments in her relationship, Kara said ‘vaccines’. 
The medical industry gets a bad rap. O… https://t.co/i4Z1slAgSq",1523924416907,2018-04-17 00:20:16,199328208.0,Hammersmith and Fulham
3.0,Tue Apr 17 00:20:18 +0000 2018,en,"London, England","Islington, London, United Kingdom",KristinHausler,@nightynouse @fads007 I really dont know what he feels so I cannot answer but this is not torture. I believe I woul… https://t.co/UfBu9jU2bA,1523924418170,2018-04-17 00:20:18,3050573184.0,Islington
7.0,Tue Apr 17 00:20:57 +0000 2018,en,"London, England","Tottenham, London, United Kingdom",TheMatthewJama,@cultofmac Chinese were first to clone iPhone X hahaha,1523924457426,2018-04-17 00:20:57,1362329606.0,Haringey
1.0,Tue Apr 17 00:21:00 +0000 2018,en,London,"Barking, London, United Kingdom",MattSewell28,When you missed the final payment for hideout but you cry like a baby saying everything's booked up 🤷🏻‍♂️🙌 https://t.co/oTHQGuUhhH,1523924460927,2018-04-17 00:21:00,496378044.0,Barking and Dagenham
1.0,Tue Apr 17 00:21:28 +0000 2018,en,"Toronto, Canada","Kensington, London, United Kingdom",McLeanTess,I think we should hang out Ana. https://t.co/5FNN5UBcgz,1523924488342,2018-04-17 00:21:28,569235269.0,Kensington and Chelsea
3.0,Tue Apr 17 00:21:53 +0000 2018,en,,"Wandsworth, London, United Kingdom",Msdossary7,thank you so much for the amazing pictures buddy❤️ https://t.co/5VCS9QxtCb,1523924513949,2018-04-17 00:21:53,4332870989.0,Wandsworth
1.0,Tue Apr 17 00:21:55 +0000 2018,en,Everywhere,"51.49565588, -0.16026936",LalitKModi,good to see you #takeohirata my mentor 🙏 and @PaolinaTwitt @nicolaantognett and #carolinaalabiso… https://t.co/47iCuUcux2,1523924515364,2018-04-17 00:21:55,70179948.0,Kensington and Chelsea
1.0,Tue Apr 17 00:22:19 +0000 2018,et,"London, England","Barnet, London, United Kingdom",AdellinC,Poor Michelle https://t.co/6vKOqPY0GJ,1523924539176,2018-04-17 00:22:19,594990606.0,Barnet
1.0,Tue Apr 17 00:22:32 +0000 2018,en,"London, UK","Wandsworth, London, United Kingdom",carygoates,You're gonna get found out you piece of gutter trash. #Hannity https://t.co/l2poQmIQEs,1523924552580,2018-04-17 00:22:32,177139536.0,Wandsworth
2.0,Tue Apr 17 00:23:25 +0000 2018,en,#EveryDayArsenal,"Hackney, London, United Kingdom",TurkishortyGoon,I think the saddest moment is the crack you hear in someone’s voice when they are talking about something very upse… https://t.co/RQsPcbQWdA,1523924605097,2018-04-17 00:23:25,272645042.0,Hackney
1.0,Tue Apr 17 00:23:39 +0000 2018,en,London,"51.48118245, -0.43868065",iamsellymarsh,Airport to Hotel Transfers is what we do also. Contact us for further details on any… https://t.co/LaiLhQtM8r,1523924619432,2018-04-17 00:23:39,433691819.0,Hillingdon
2.0,Tue Apr 17 00:23:56 +0000 2018,en,"London, England","Hackney, London, United Kingdom",zayyneeeh,Sorting this iPhone out is a nightmare. Actually considering moving to Android 🤷🏻‍♀️😓,1523924636766,2018-04-17 00:23:56,713384945.0,Hackney
1.0,Tue Apr 17 00:23:58 +0000 2018,en,London e14,"51.48866111, -0.01858889",Goeastend,Visit our site https://t.co/OoBqk9D2wt @ Isle of Dogs https://t.co/RYn9RMq01G,1523924638305,2018-04-17 00:23:58,73022233.0,Tower Hamlets
1.0,Tue Apr 17 00:23:59 +0000 2018,en,"London, England","Hackney, London, United Kingdom",apt_london,Apt: 014 x Visionquest @questforce with @shaunreevesdj and Maher Daniel https://t.co/BT4kNS1aOO,1523924639697,2018-04-17 00:23:59,4749472882.0,Hackney
1.0,Tue Apr 17 00:24:02 +0000 2018,es,,"Brent, London, Reino Unido",Serjine90,"@elchiringuitotv Si , si no tienen respeto al himno . Porque juegan esa competición ? Deberían de ser expulsados por no respetar",1523924642246,2018-04-17 00:24:02,346854960.0,Brent
3.0,Tue Apr 17 00:24:19 +0000 2018,en,"South London , UK","Sutton, London, United Kingdom",adrinextdoor,It’s air Beyoncé day https://t.co/Rwj94KHuPi,1523924659078,2018-04-17 00:24:19,482291600.0,Sutton
1.0,Tue Apr 17 00:24:25 +0000 2018,en,,"Islington, London, United Kingdom",davidgmwilson,@tobiwilson56 I want one!,1523924665035,2018-04-17 00:24:25,788528754.0,Islington
1.0,Tue Apr 17 00:24:28 +0000 2018,en,Camden,"Camden Town, London, United Kingdom",stevekennedyuk,Time to charge @amazfit Cor - tomorrow will be testing,1523924668005,2018-04-17 00:24:28,15720941.0,Camden
1.0,Tue Apr 17 00:24:28 +0000 2018,en,London - UK,"51.580735, -0.343059",LeoQueirozBJJ,"Contact us for more information. Come to visit us in South Harrow ( #london🇬🇧 ), don’t miss the… https://t.co/HT5Eb3KgFF",1523924668924,2018-04-17 00:24:28,398315093.0,Harrow
1.0,Tue Apr 17 00:24:40 +0000 2018,en,ORLANDO EAST. SOWETO,"City of London, London, United Kingdom",MATIMBA_CHOCKSN,Thanks https://t.co/ccMNTEuoig,1523924680335,2018-04-17 00:24:40,1734639036.0,City of London
1.0,Tue Apr 17 00:24:47 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",nutleyemilie,So a friend told me to watch The Killing. I’ve been watching the first series and started the final episode tonight… https://t.co/QiHkuugIHb,1523924687226,2018-04-17 00:24:47,2967985551.0,Southwark
1.0,Tue Apr 17 00:24:50 +0000 2018,en,London,"Islington, London, United Kingdom",Nafisa_oxo,"My laptops too shit to shut down, i'm scared id i shut it down it won't come back on🤷🏾‍♀️ https://t.co/rd2UBtzKpR",1523924690974,2018-04-17 00:24:50,707959824.0,Islington
1.0,Tue Apr 17 00:24:59 +0000 2018,en,london,"Camden Town, London, United Kingdom",Mullallymusic,Jealousy is just love and hate at the same time https://t.co/lYNskUEmjS,1523924699899,2018-04-17 00:24:59,2772663935.0,Camden
4.0,Tue Apr 17 00:25:04 +0000 2018,en,University of Westminster ,"Hammersmith, London, United Kingdom",kieranbarnshaw,@EtienneFermie Why are you putting yourself through this at 1:30am,1523924704065,2018-04-17 00:25:04,430184226.0,Hammersmith and Fulham
2.0,Tue Apr 17 00:25:26 +0000 2018,en,"London, England","Wandsworth, London, United Kingdom",Kegad4Peace,@Conservatives In #Syrians view : https://t.co/WiuYCo9v3L,1523924726535,2018-04-17 00:25:26,7.359988849887396e+17,Wandsworth
1.0,Tue Apr 17 00:25:29 +0000 2018,en,"London, England","51.50097703, -0.17772317",CIassicalMusic,Russia’s top theatre award is given to arrested director https://t.co/eTLfoHEhsy https://t.co/Vab1MpyeS4,1523924729448,2018-04-17 00:25:29,7.071888083207373e+17,Westminster
1.0,Tue Apr 17 00:25:33 +0000 2018,en,East London,"Walthamstow, London, United Kingdom",EmilyCee,Not s single hint of this getting better,1523924733375,2018-04-17 00:25:33,18903186.0,Waltham Forest
1.0,Tue Apr 17 00:25:47 +0000 2018,en,🇰🇼/ 🇬🇧,"51.409115, -0.287652",princeq8184,"I'm at Vibe Student Living in Kingston upon Thames, England https://t.co/TokGfY5uf2",1523924747437,2018-04-17 00:25:47,754510297.0,Kingston upon Thames
1.0,Tue Apr 17 00:26:17 +0000 2018,en,,"Paddington, London, United Kingdom",_ciarafleming_,The heterosexuals have taken over G-A-Y send help @msg_jacob,1523924777339,2018-04-17 00:26:17,299026547.0,Westminster
3.0,Tue Apr 17 00:26:18 +0000 2018,en,Ya Nans Studio,"Hackney, London, United Kingdom",XenooYT,"Lmao i get dropped because i protect myself and im a dick, other guy doesnt get touched, what did he do? Oh protect… https://t.co/4yxLHfg4oa",1523924778065,2018-04-17 00:26:18,7.011311484585943e+17,Hackney
2.0,Tue Apr 17 00:26:23 +0000 2018,en,UK,"Barnet, London, United Kingdom",TravisKerry,"Having someone to share you dreams, aspirations &amp; life with, is what us as humans strive for...ultimately you just need a person to Love you",1523924783599,2018-04-17 00:26:23,440766529.0,Barnet
1.0,Tue Apr 17 00:27:17 +0000 2018,en,"London, England","Lambeth, London, United Kingdom",MsErickaa_,🤔 depends on which sibling but idk maybe https://t.co/mbPHpg3o9g,1523924837282,2018-04-17 00:27:17,255918714.0,Lambeth
1.0,Tue Apr 17 00:27:59 +0000 2018,en,London,"Greenwich, London, United Kingdom",lewisbloyce_,sleepy https://t.co/CE0sXq90yC,1523924879890,2018-04-17 00:27:59,1588167421.0,Greenwich
3.0,Tue Apr 17 00:28:10 +0000 2018,en,London,"51.53882168, -0.01658678",DawudMarsh,Supporting West Ham United #fans #supporters #passion #emotion #togetherness #crowd #sport… https://t.co/BQumO5Gc3U,1523924890446,2018-04-17 00:28:10,146727089.0,Newham
2.0,Tue Apr 17 00:28:16 +0000 2018,en,London/Bristol,"Barnet, London, United Kingdom",Drou_C,"“And last but not least @drou_c playing Jordan. She has a voice to die for.” 

Thanks so much for your kind words 😊 https://t.co/hCfGvd34uG",1523924896608,2018-04-17 00:28:16,34414892.0,Barnet
1.0,Tue Apr 17 00:28:28 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",Nusirat_x,@liviyeee Eyyy summer 2018 🌴☀️,1523924908984,2018-04-17 00:28:28,1046234623.0,Southwark
1.0,Tue Apr 17 00:29:10 +0000 2018,en,Wimbledon,"51.4333, -0.216667",TracyAllsop,Amazing energy in the studio tonight from everyone. 👏👏👏👏👏👏It’s great to be back after drowning… https://t.co/OMRyvZIFCZ,1523924950149,2018-04-17 00:29:10,351146446.0,Merton
1.0,Tue Apr 17 00:30:03 +0000 2018,en,United Kingdom,"Lambeth, London, United Kingdom",Ms_KingOfQueens,"I was having the same discussion with my mum and said the same thing, we both agreed! 🙌🏾🙌🏾🙌🏾🙌🏾 https://t.co/IzBxTpRXH1",1523925003295,2018-04-17 00:30:03,246612838.0,Lambeth
1.0,Tue Apr 17 00:30:13 +0000 2018,en,"Merton, London","51.4033, -0.2321",SherminAaliYoga,Vinyasa Flow - warm up sequence. Class video will be up on my YouTube channel as soon as I have… https://t.co/2Ttmbnkv6N,1523925013613,2018-04-17 00:30:13,7.171407235738501e+17,Merton
1.0,Tue Apr 17 00:30:39 +0000 2018,en,London - Istanbul,"Poplar, London, United Kingdom",YasminShxt,@QuitanaRoja Thank you Hun 😘😘,1523925039422,2018-04-17 00:30:39,8.631476102149816e+17,Tower Hamlets
1.0,Tue Apr 17 00:30:50 +0000 2018,und,"Hackney, London","Hackney, London, United Kingdom",hackneyhive,Wow. https://t.co/XsMUt9aLIy,1523925050907,2018-04-17 00:30:50,105443229.0,Hackney
6.0,Tue Apr 17 00:31:14 +0000 2018,pt,"Inglaterra, Reino Unido","Wandsworth, London, Reino Unido",bravim_brenda,"Eu aqui, são 3 e meia da manhã
Você aí, tão longe do seu maior fã",1523925074182,2018-04-17 00:31:14,7.174674705509868e+17,Wandsworth
4.0,Tue Apr 17 00:31:36 +0000 2018,et,"London, England","Hackney, London, Royaume-Uni",khalifaaa78,Marco Luckynelli Luke,1523925096601,2018-04-17 00:31:36,506487890.0,Hackney
1.0,Tue Apr 17 00:32:03 +0000 2018,und,Hertfordshire,"Barnet, London, United Kingdom",paigekirbyxo,💔💔,1523925123527,2018-04-17 00:32:03,306944043.0,Barnet
1.0,Tue Apr 17 00:32:41 +0000 2018,und,South London Somewhere,"East Ham, London, United Kingdom",FUCKdougyFresh,...,1523925161211,2018-04-17 00:32:41,199247628.0,Newham
1.0,Tue Apr 17 00:32:47 +0000 2018,en,london,"Lewisham, London, United Kingdom",DonovanSynmoie,"If it is (and let’s wait and see), then much kudos to you @ameliagentleman @guardian ! https://t.co/ChIJUGDOWX",1523925167120,2018-04-17 00:32:47,313326062.0,Lewisham
1.0,Tue Apr 17 00:32:49 +0000 2018,en,,"Lambeth, London, United Kingdom",afc_believe,WE ARE THE HEAD 👏 https://t.co/HQ6bEVtzTZ,1523925169934,2018-04-17 00:32:49,3851828080.0,Lambeth
1.0,Tue Apr 17 00:33:41 +0000 2018,en,"London, England","51.50711486, -0.12731805",Marketingle_,"Another vehicle wrap made for swiftwaste to find out more about our services or to get a quote,… https://t.co/eyXURzp2oW",1523925221732,2018-04-17 00:33:41,2998379575.0,Westminster
1.0,Tue Apr 17 00:33:48 +0000 2018,en,London,"Brent, London, United Kingdom",jamo_beatz,@selectasuave doing a madness,1523925228519,2018-04-17 00:33:48,229561170.0,Brent
4.0,Tue Apr 17 00:33:57 +0000 2018,en,"London, UK","Harrow, London, United Kingdom",HausOFJeans,When Queens Of The Stone Age is the soundtrack of my night 🖤,1523925237640,2018-04-17 00:33:57,25681796.0,Harrow
1.0,Tue Apr 17 00:34:17 +0000 2018,en,London🇬🇧Somalia🇸🇴,"Wandsworth, London, United Kingdom",ahmedbhassan,Big mistake smh 🤦‍♂️,1523925257869,2018-04-17 00:34:17,616093041.0,Wandsworth
1.0,Tue Apr 17 00:34:18 +0000 2018,en,"London, England","Wandsworth, London, United Kingdom",dottie089_,For everything that I loved at @egx #Rezzed2018 I definitely feel like it could be better if a company like… https://t.co/utXbHpg7xW,1523925258355,2018-04-17 00:34:18,3664576457.0,Wandsworth
1.0,Tue Apr 17 00:35:05 +0000 2018,en,"London, United Kingdom","51.50711486, -0.12731805",RobDellaPietra,"Oops #seanhannity just got thrown ⬇️ 🚌 by #michaelcohen #bam @ London, United Kingdom https://t.co/nGdE00IE9M",1523925305833,2018-04-17 00:35:05,401113070.0,Westminster
1.0,Tue Apr 17 00:35:29 +0000 2018,en,London,"Paddington, London, United Kingdom",mirko071815,Hi there @TfLTrafficNews lights out Oxford Circus,1523925329426,2018-04-17 00:35:29,1157717677.0,Westminster
1.0,Tue Apr 17 00:35:46 +0000 2018,en,London,"Hillingdon, London, United Kingdom",fussballchef,This is brilliant. Getting set to start filling up my hardback album bought in Germany. #Panini #gotgotneed https://t.co/T0sGqW3Kjp,1523925346381,2018-04-17 00:35:46,192863506.0,Hillingdon
1.0,Tue Apr 17 00:35:52 +0000 2018,en,,"Lambeth, London, United Kingdom",siegeism,#firefighters #Ambulance #police all in attendance at our block false alarm. Pay them respect them thank them. THANKS!,1523925352720,2018-04-17 00:35:52,198126952.0,Lambeth
1.0,Tue Apr 17 00:36:04 +0000 2018,en,"Albuquerque, NM","Paddington, London, United Kingdom",_bayanj_,Throwback 👑🇬🇧 https://t.co/QhCAfKTi9P,1523925364660,2018-04-17 00:36:04,7.99434183655338e+17,Westminster
1.0,Tue Apr 17 00:36:26 +0000 2018,en,London,"Camberwell, London, United Kingdom",franfierce_,"I hate being awake at this time cos I get so hungry, but it’s too late to eat.",1523925386307,2018-04-17 00:36:26,231765328.0,Southwark
1.0,Tue Apr 17 00:37:16 +0000 2018,en,London,"Hounslow, London, United Kingdom",loveenatandon,Language of love unites all ! Heart warming ! https://t.co/T8w0LFGsDG,1523925436914,2018-04-17 00:37:16,505707942.0,Hounslow
1.0,Tue Apr 17 00:37:39 +0000 2018,en,everywhere (London this week),"Camden Town, London, United Kingdom",leighblue,@nrose @DegenRolf When I looked at this abstract my impression was (as with other recent papers questioning loss av… https://t.co/QPfiSDn6T2,1523925459865,2018-04-17 00:37:39,11888192.0,Camden
1.0,Tue Apr 17 00:37:52 +0000 2018,en,"London, England","Camden Town, London, United Kingdom",Jonissocoolatev,"I hate living in a dorm like I’m literally getting a cheap ass apartment next year and idc if I’m in the hood, I’ll even do jersey",1523925472017,2018-04-17 00:37:52,3930073473.0,Camden
4.0,Tue Apr 17 00:37:55 +0000 2018,en,London,"Camden Town, London, United Kingdom",tobygilles,There’s no words for the disgrace of #VAR in the #M05SCF game last night. Utter utter nonsense. I can’t believe wha… https://t.co/jRNe1p9Oqg,1523925475358,2018-04-17 00:37:55,19777834.0,Camden
3.0,Tue Apr 17 00:38:10 +0000 2018,en,Disneyland ,"Crayford, London, United Kingdom",rachelbrown1997,The way alf and I have bought the now tv kids pass so I can binge watch drake and josh and I Carly this is the most… https://t.co/fRTxdIGXIH,1523925490048,2018-04-17 00:38:10,182039547.0,Bexley
1.0,Tue Apr 17 00:38:36 +0000 2018,en,"Hackney, London","Hackney, London, United Kingdom",jamesmosaicman1,Hackney Mosaic Project https://t.co/H5xwKTx0rS,1523925516666,2018-04-17 00:38:36,8.48649975911379e+17,Hackney
1.0,Tue Apr 17 00:38:53 +0000 2018,en,London,"Poplar, London, United Kingdom",andrewhesselden,@covey15z @Ragusacomites @British_Airways @easyJet Not sure I like either option especially. EJ runs out of food an… https://t.co/TkwHDhooi5,1523925533993,2018-04-17 00:38:53,14619696.0,Tower Hamlets
1.0,Tue Apr 17 00:39:19 +0000 2018,en,"Glasgow, Scotland","Islington, London, United Kingdom",thebiglepkowski,@ClydeSSB  podcast. “The rangers board are now in the firing line!” Ironically accurate but should be “in the line of fire” @shinjukushug,1523925559493,2018-04-17 00:39:19,2560895328.0,Islington
2.0,Tue Apr 17 00:39:40 +0000 2018,en,"Kensington, London","Kensington, London, United Kingdom",MarkNewlands1,Sounds like Tara McCormack of Leicester University https://t.co/5VKYmRqowR,1523925580518,2018-04-17 00:39:40,3136202516.0,Kensington and Chelsea
1.0,Tue Apr 17 00:40:00 +0000 2018,en,"London, England","Barking, London, United Kingdom",Jellyyb_19,"“Cya” 
Me: https://t.co/7nmq7jZnzk",1523925600202,2018-04-17 00:40:00,925765322.0,Barking and Dagenham
5.0,Tue Apr 17 00:40:03 +0000 2018,en,"London, England","Tottenham, London, United Kingdom",errongordon,@reallorraine Thanks @reallorraine appreciate it 🙌,1523925603409,2018-04-17 00:40:03,35203403.0,Haringey
1.0,Tue Apr 17 00:40:23 +0000 2018,en,ig - jemma_palmer ,"Wandsworth, London, United Kingdom",Jemmapalmer,@claudelittner I would never drink there. Coffee in polystyrene 😖 makes my skin crawl,1523925623958,2018-04-17 00:40:23,191208856.0,Wandsworth
2.0,Tue Apr 17 00:40:44 +0000 2018,en,Da U kay,"Barnet, London, United Kingdom",WriimeENT,I hate myself. I’m constantly being consumed by jealousy and hate towards people I know just because they have some… https://t.co/Wf4E6n9I48,1523925644459,2018-04-17 00:40:44,1150673965.0,Barnet
1.0,Tue Apr 17 00:41:11 +0000 2018,en,"Angel, London","51.53344279, -0.11082888",ThuyDiemPham,Admin and prep done super early so I could attend the thegoldenchopsticksawards today with the… https://t.co/djYlUgQ9Gt,1523925671039,2018-04-17 00:41:11,1683872652.0,Islington
1.0,Tue Apr 17 00:41:36 +0000 2018,en,"Brighton, England","Hackney, London, United Kingdom",lloyd_rm,@GeorgeTaylorLD @LaylaMoran Don’t think anyone has asked me before I’ll look abs try and sign tomorrow,1523925696656,2018-04-17 00:41:36,38880112.0,Hackney
3.0,Tue Apr 17 00:41:50 +0000 2018,es,mallork,"Hackney, London, Reino Unido",VickyChamorro24,No se pudo hacer mas,1523925710912,2018-04-17 00:41:50,489557921.0,Hackney
1.0,Tue Apr 17 00:42:05 +0000 2018,en,london,"Lambeth, London, United Kingdom",Theorist_God,Just when I thought Esta was becoming an elite villain #Sevendeadlysins https://t.co/lwNNi7LYmn,1523925725957,2018-04-17 00:42:05,70139340.0,Lambeth
1.0,Tue Apr 17 00:42:13 +0000 2018,en,London,"City of London, London, United Kingdom",OlasKoolKitchen,"You can't report news objectively if you ARE the news @SeanHannity resign! ""the mysterious client was a “prominent… https://t.co/yjXw5lQACU",1523925733517,2018-04-17 00:42:13,39102877.0,City of London
1.0,Tue Apr 17 00:43:03 +0000 2018,en,Insta //~ @KingSunill,"Brent, London, United Kingdom",kingsunill,@skinnykingg can we be friends,1523925783265,2018-04-17 00:43:03,417034826.0,Brent
1.0,Tue Apr 17 00:43:07 +0000 2018,en,"England, United Kingdom","Hillingdon, London, United Kingdom",tony_thomas89,@RealPaigeWWE @WWE Hope you got some good news for us tomorrow i’m more SmackDown fan so gutted to lose the riot squad 😢,1523925787987,2018-04-17 00:43:07,9.500418040025496e+17,Hillingdon
